grain_week,crop_year,week_ending_date,worksheet,metric,period,grain,grade,region,Ktonnes
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canola,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canola,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canola,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canola,,Export Destinations,9.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Soybeans,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Soybeans,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Soybeans,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Soybeans,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Soybeans,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Soybeans,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Soybeans,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Soybeans,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Soybeans,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Peas,,Canadian Domestic,0.7
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Peas,,Process Elevators,0.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Peas,,Pacific,3.9
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Peas,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Peas,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Peas,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Peas,,Western Container,2.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Peas,,Eastern Container,0.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Peas,,Export Destinations,0.7
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Corn,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Corn,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Corn,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Corn,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Corn,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Corn,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Corn,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Corn,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Corn,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canaryseed,,Canadian Domestic,1.0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canaryseed,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canaryseed,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canaryseed,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canaryseed,,Thunder Bay,0.9
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canaryseed,,Eastern Terminals,0.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canaryseed,,Western Container,0.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canaryseed,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Canaryseed,,Export Destinations,0.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Mustard Seed,,Export Destinations,0.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Beans,,Canadian Domestic,0.2
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Beans,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Beans,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Beans,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Beans,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Beans,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Beans,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Beans,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Beans,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Canadian Domestic,1.8
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Pacific,14.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Eastern Terminals,0.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Western Container,3.9
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Eastern Container,0.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Lentils,,Export Destinations,0.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Canadian Domestic,0.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Eastern Terminals,0.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Eastern Container,0.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Sk-Shipment Distribution,Current Week,Chick Peas,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Canadian Domestic,8.0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Process Elevators,2.6
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Pacific,158.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Western Container,0.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Wheat,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Process Elevators,0.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Pacific,1.0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Amber Durum,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Canadian Domestic,0.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Process Elevators,0.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Pacific,0.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Oats,,Export Destinations,1.9
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Canadian Domestic,9.5
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Process Elevators,0.4
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Pacific,22.8
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Barley,,Export Destinations,0.2
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Rye,,Export Destinations,0.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Canadian Domestic,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Pacific,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Western Container,0.2
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Flaxseed,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Canadian Domestic,6.9
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Process Elevators,8.3
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Pacific,66.8
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Western Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Canola,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Canadian Domestic,0.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Process Elevators,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Pacific,1.7
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Churchill,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Thunder Bay,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Eastern Terminals,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Western Container,0.1
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Eastern Container,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Peas,,Export Destinations,0
42,2023-2024,19/05/2024,Primary Shipment Distribution,Ab-Shipment Distribution,Current Week,Corn,,Canadian Domestic,10.0
